Name,City,Phone,Type,Service,Location,Discount
迪信通（望京旺角店）,北京,84729571,零售,购物,朝阳区望京南湖北路旺角广场1层,雅高持卡人刷卡消费享受同等现金待遇，购买各种充值卡需同时加付5%服务费，购买手机及配件不加收任何费用。
面包新语中关村1店,北京,5172 1462,面包房、糕点,面包房、糕点,海淀区中关村大街15号地下2层293号,
面包新语望京店,北京,6470 9178,面包房、糕点,面包房、糕点,朝阳区广顺北大街33号嘉茂购物中心1F,
星工坊形象设计,北京,6601 1173,美容美发,美容美发,西城区新文化街12号,单次消费8.8折，购会员卡无优惠
北京康诚口腔,北京,6803 8225,健康,保健,西城区复兴门3-4号,洗牙6折；镶牙.治牙.震畸均9折；当店内有特殊优惠低于本协议时，持卡人享受最优惠条件。
思妍丽（东方广场店）,北京,8518 9661,美容美发,美容美发,东城区东长安街1号东方广场汇贤豪庭公寓1层（侧面）,美容项目单次消费8折；
鸿毛饺子（健德门桥店）,北京,6207 2209,餐饮,其它中餐,海淀区北土城西路祁家豁子2号南院,
百万庄园（国润商务大厦店）,北京,8365 9179,餐饮,西餐,丰台区西四环南路46号国润商务大厦1F,
新影联院线,北京,6416 1166,文娱休闲,电影,朝阳区朝外大街19号华普国际大厦714室,仅限刷雅高卡购买，通票10.50元/张
娜韵美容院（首图店）,北京,8736 1812,美容美发,美容美发,朝阳区首图东路5号,
友谊宾馆康体中心,北京,68498888-32,健身,健身,北京市海淀区中关村南大街1号,除网球外所有项目8.5折优惠（不含购买会员卡`商品`水吧消费）
世纪星冰上运动中心（集团）,北京,1,健身,健身,1,购买年卡`冰场门票8折（其他卡无折扣），当店内有更低优惠的时候，持卡人享受最低优惠。
和合谷（新中关村店）,北京,8248 6061,餐饮,中式快餐便当,海淀区中关村大街19号新中关村大厦地下1层B123单元,9.5折或享受店内一切优惠活动
新青鸟集团,北京,1,健身,健身,1,入会费4折，购卡9折或者享受店内最低优惠。
同仁堂（望京店）,北京,6473 2233,健康,保健,朝阳区花家地小区1号,享受店内优惠
同仁堂（北苑店）,北京,8492 4996,健康,保健,朝阳区安立路北苑6号院,享受店内优惠
家乐福（通州店）,北京,5167 8911-62,零售,购物,通州区翠景北里1号瑞都国际北区1A号楼（九棵树地铁站）,无折扣
西蜀豆花庄（天通苑店）,北京,8484 0506,餐饮,川湘菜,昌平区天通苑三区6楼,
中体倍力（望京店）,北京,8473 0912,健身,健身,朝阳区望京产业开发区广泽路6号院13号楼B1,9折优惠，免入会费
百万庄园（远洋风景店）,北京,8229 4283,餐饮,西餐,海淀区德胜门西大街15号远洋风景1楼底商,9折优惠，特价菜除外
伊丽尔SPA健身生活馆（东环店）,北京,6417 8459,健身,健身,东城区东中街40号元嘉国际公寓A座634室,7折优惠，办卡享受5-7折优惠
硬盘酒吧,北京,8809 6598,餐饮,西餐,海淀区知春路49号希格玛公寓A座,无特殊优惠
味多美（华威店）,北京,8731 6656,面包房、糕点,面包房、糕点,朝阳区松榆南路54号（物美超市1层）,
味多美（管庄店）,北京,6576 1472,面包房、糕点,面包房、糕点,朝阳区管庄西里65号,
味多美（宋庄店）,北京,6766 0043,面包房、糕点,面包房、糕点,丰台区永外宋庄路119号院（物美超市）,
味多美（虎坊桥店）,北京,5125 5549,面包房、糕点,面包房、糕点,宣武区南横东街1-5号,
味多美（瓷器口店）,北京,6708 0970,面包房、糕点,面包房、糕点,崇文区崇文门外大街11号（新城大厦1层）,
禧元堂粥府（上地店）,北京,6298 8210,餐饮,其它中餐,海淀区上地信息路30号上地大厦1层,9.5折
一番日本料理,北京,8809 9658,餐饮,日韩料理,海淀区知春路49号希格玛大厦B1层,无折扣。当店内有特殊优惠时享受店内优惠
金丽仁美容美发,北京,8810.38587528174,美容美发,美容美发,海淀区知春路49号希格玛大厦B1层,美容美发单次消费8折优惠（剪发除外）
荣昌洗衣（集团）,北京,1,其他,干洗等,1,洗衣8.5折优惠
味多美（马甸店）,北京,6200 6283,面包房、糕点,面包房、糕点,西城区双秀园东100米,
华润（东方银座店）,北京,8447 7668,零售,购物,东城区东直门外大街48号银座商城B1层,
运动100（银座店）,北京,8447 7117,零售,体育用品,东城区东直门外大街48号银座MALL B1-11,8.5折优惠
潮泰海鲜楼,北京,6265.00095389507,餐饮,西餐,海淀区知春路55号,8折（海鲜，烟酒，燕鲍翅以及特价菜除外）或者享受店内优惠
星期五餐厅（金融街店）,北京,6622 0880,餐饮,西餐,西城区金域坊街9-2号,9折优惠
东都影城,北京,8795 2608,文娱休闲,电影,朝阳区东四环中路195号华腾新天地5层,每张电影票8折优惠
同仁堂药店（冠英园店）,北京,66562419,健康,保健,北京市西城区冠英园西区25号,享受店内优惠
同仁堂（里仁街店）,北京,6353 8296,健身,保健,宣武区里仁街3号院军创和谐商场内一层,享受店内优惠
东环保龄球馆,北京,6418 1806,健身,健身,东城区东中街9号东环广场A座地下一层,保龄球；桌上足球；沙壶球享受散客消费门市折优惠，可刷卡办理保龄球（局卡）无其他优惠；室内篮球，壁球享受预约权
华宝三湘大酒楼,北京,6398 1206,餐饮,川湘菜,丰台区莲花池西里18号楼1层,9折优惠（酒水.海鲜.特价除外）当店内有特殊优惠低于本协议时候，持卡人享受最优惠条件；
赛百味（清华科技园店）,北京,5872 2601,餐饮,西餐,海淀区清华科技园威新国际大厦106室,享受散客同等优惠，当甲方店内有特殊优惠低于本协议优惠条件时，乙方持卡人享受最优惠条件。
星工坊形象设计（月坛店）,北京,5856 5253,美容美发,美容美发,西城区北街26号恒华国际商务中心102室,单次消费8.8折，购会员卡无优惠
鸿毛饺子（方庄店）,北京,6767 1930,餐饮,其它中餐,丰台区蒲芳路1号,
鸿毛饺子（电子大厦店）,北京,8260 7520,餐饮,其它中餐,海淀区丹棱街3号中国电子大厦8 座夹层,8.8折（酒水，特价菜除外）。。只限（北京诺塞基因研究所）的人员。
奥视明眼镜店（复兴路店）,北京,6670 6260,其他,便利店,海淀区复兴路83号-35号,享受9折优惠（隐形眼镜无优惠）
北京车无忧汽车俱乐部,北京,8472 5644,其他,汽车租赁,朝阳区望京法制日报社向北300米,洗车12/次；美容8折；贴膜、坐套、汽车用品优惠不可以用雅高卡租赁司机；
金凤成祥（交道口）,北京,8404 7368,面包房、糕点,面包房、糕点,东城区交道口东大街113号（天客隆边上）,9折优惠
金凤成祥（管庄东里店）,北京,6571 6152,面包房、糕点,面包房、糕点,朝阳区管庄东里建材研究院11-12号,9折优惠
金凤成祥（西直门店）,北京,6651 6166,面包房、糕点,面包房、糕点,西城区西直门内大街184号（地铁站东）,9折优惠
金凤成祥（东单店）,北京,6526 9639,面包房、糕点,面包房、糕点,东城区东四南大街241,9折优惠
金凤成祥（旧宫店）,北京,6798 5030,面包房、糕点,面包房、糕点,大兴旧宫清河园天上天够物中心,9折优惠
乐友网上购物,北京,8551.31035347205,零售,购物,朝阳区醉公村甲1号友谊商店仓库12号库,享受其会员待遇
乐友（通州店）,北京,8157 7059,零售,购物,通州区翠屏北里蓝调沙龙雅园18号楼商3,享受其会员待遇
乐友（北苑店）,北京,8493 8848,零售,购物,朝阳区茉黎园3号-2号,享受其会员待遇
乐友（牡丹园店）,北京,6202.00627587128,零售,购物,海淀区土城西路143号,享受其会员待遇
乐友（交道口店）,北京,6405 6406,零售,购物,东城区交道口大街111号（东城文化馆）,享受其会员待遇
乐友（三元桥店）,北京,6463 8880,零售,购物,朝阳区三元东桥西北口向北50米（三元里小区旁）,享受其会员待遇
乐友（妇产医院店）,北京,8596 2170,零售,购物,朝阳区水锥子北里3号楼1层,享受其会员待遇
乐友（望京店）,北京,5921.02663741774,零售,购物,朝阳区望京街9号A区203-204,享受其会员待遇
乐友（学院路店）,北京,8239 4508,零售,购物,海淀区学院路6号富润家园1号楼6号底墒,享受其会员待遇
林之雨SPA中心,北京,8256.27195357834,美容美发,美容美发,海淀区万柳东路万泉商务花园1F（上岛咖啡北）,单次消费7折，办卡享受会员福利，够卡后可在林之雨任意一店消费；购买茶叶8折，麻将.棋牌室办卡享受会员。
味多美（第三极店）,北京,6268 2900,面包房、糕点,面包房、糕点,海淀区北四环西路海淀图书城第三极大厦1层,
味多美（西坝河店）,北京,6421 9700,面包房、糕点,面包房、糕点,朝阳区西坝河西里23号2栋3号,
金凤成祥（昌平1店）,北京,5100 9280,面包房、糕点,面包房、糕点,昌平区政府街22号（美廉美超市对面）,享受九折优惠
金凤成祥（昌平2店）,北京,6972 3070,面包房、糕点,面包房、糕点,昌平区府学路1号（阳光商场对面）,享受九折优惠
和合谷（富顿店）,北京,5867 2108,餐饮,中式快餐便当,朝阳区东三环南路58号A座103,9.5折或享受店内一切优惠活动
和合谷（新光天地店）,北京,6530 7750,餐饮,其它中餐,朝阳区建国路87号地下一层B1017,9.5折或享受店内一切优惠活动
同仁堂药店（新华联家园店）,北京,5801 4840,健康,保健,通州区通朝大街212号,享受店内优惠
迪信通（丰台路口店）,北京,6382 4298,零售,购物,丰台区西四环南路30号兴隆手机市场1层,雅高持卡人刷卡消费享受同等现金待遇，购买各种充值卡需同时加付5%服务费，购买手机及配件不加收任何费用。
迪信通（通州东关店）,北京,6951 2331,零售,购物,通州新华大街35号人民商场正对面,雅高持卡人刷卡消费享受同等现金待遇，购买各种充值卡需同时加付5%服务费，购买手机及配件不加收任何费用。
迪信通京客隆劲松店,北京,5867 3951,零售,购物,朝阳区东三环南路58号院2号楼地下1层,雅高持卡人刷卡消费享受同等现金待遇，购买各种充值卡需同时加付5%服务费，购买手机及配件不加收任何费用。
比格比萨（阜成门店）,北京,6800 6478,餐饮,西餐,西城区阜成门外大街3号东润时代大厦2层,享受店内散客同等优惠
比格比萨（苏州桥店）,北京,8265 8757,餐饮,西餐,海淀区万泉河路68号 紫金庄园7号楼1层,
金色世纪航空公司（金运店）,北京,5165 8883,其他,旅行（包括旅行社和定票，培训，KTV）,海淀区金运大厦,享受店内优惠要加收2%服务费
北京工人俱乐部,北京,6353 5390,文娱休闲,电影,宣武区虎坊路7号,每张票8折，当店内有特殊优惠低于本优惠时，持卡人享受最低优惠
0,北京,0,餐饮,粤闽菜,0,
百万庄园（知春路店）,北京,6253 5536,餐饮,西餐,海淀区知春路99号（科学院南路东南小区，翠宫饭店向西300米路北建行对面）,9折优惠；特价菜除外
华润（双子大厦店）,北京,1,零售,购物,建国门外大街乙12号双子大厦地下1层B106号,
Vision咖啡,北京,8453 8839,餐饮,酒吧，咖啡厅、茶馆,朝阳区霄云路现代汽车大厦1层,9.5折优惠，当店内有特殊优惠低于本协议时，持卡人享受最低优惠
思妍丽(崇文门店),北京,6701 7988,美容美发,美容美发,崇文门外兴隆街56号北京商界一层,美容项目单次消费8折；
巴国布衣（航天桥店）,北京,8819 0088,餐饮,其它中餐,海淀区阜成路甲28号新知大厦1层,9.5折优惠（酒水；海鲜；瓦罐；特价除外）
大堂吧,北京,6773 1234-3925,餐饮,其它中餐,朝阳区华威里27号长安戴斯大饭店,
咖啡厅,北京,6773 1234 -3930,餐饮,酒吧，咖啡厅、茶馆,朝阳区华威里27号长安戴斯大饭店,
A+A餐厅酒吧,北京,6773 1234 -3826,餐饮,酒吧，咖啡厅、茶馆,朝阳区华威里27号长安戴斯大饭店,
秦乐宫中餐厅,北京,8778 9888 -262,餐饮,酒吧，咖啡厅、茶馆,朝阳区华威里27号长安戴斯大饭店,
味多美（天宁寺物美店）,北京,6326 7707,面包房、糕点,面包房、糕点,海淀区小马厂北路6号(华天大厦物美1层),
味多美（永定路店）,北京,6821 4825,面包房、糕点,面包房、糕点,海淀区永定路西点百货1层北侧,
味多美（交大东门店）,北京,6223 2062,面包房、糕点,面包房、糕点,海淀区北方交通大学东门东侧,
味多美（农光里店）,北京,6731 1086,面包房、糕点,面包房、糕点,朝阳区农光里小区206号亿客隆超市1层,
味多美（松榆里店）,北京,5201 7864,面包房、糕点,面包房、糕点,朝阳区松榆北路7号院11号楼法宝超市1层,
味多美（外馆斜街店）,北京,8528 5004,面包房、糕点,面包房、糕点,朝阳区外馆斜街甲1号,
味多美（柳芳店）,北京,6421 1773,面包房、糕点,面包房、糕点,朝阳区地铁13号线柳芳站北侧,
味多美（大兴店）,北京,6922 1970,面包房、糕点,面包房、糕点,大兴区黄村东大街1号(小白杨超市东侧),
味多美（白纸坊店）,北京,6351 9943,面包房、糕点,面包房、糕点,宣武区白纸坊桥东第一个红绿灯东南角,
味多美（回龙观店）,北京,8174 3800,面包房、糕点,面包房、糕点,昌平区回龙观东街向东(美廉美超市1层),
味百咖喱西单商场店,北京,6601.97674418605,餐饮,中式快餐便当,西单北大街120号（西单商场南楼地下1层）,无折扣
蓝天白云机票代理,北京,6898 7560,其他,旅行（包括旅行社和定票，培训，KTV）,海淀区西三环北路72号世纪经贸大厦B座1层,三环内上门刷卡，免收2%的服务费；
多乐之日五道口店,北京,6256 0783,面包房、糕点,面包房、糕点,海淀区成府路35号城铁五道口站北出口对面,面包、糕点9折优惠，当店内有更优惠条件时，持卡人享受最优惠条件
多乐之日望京华堂店,北京,5920 3138,面包房、糕点,面包房、糕点,朝阳区望京街9号华堂商场地下1层,面包、糕点9折优惠，当店内有更优惠条件时，持卡人享受最优惠条件
多乐之日女人街店,北京,8458 0255,面包房、糕点,面包房、糕点,朝阳区麦子店西路3号新恒基国际大厦1层,面包、糕点9折优惠，当店内有更优惠条件时，持卡人享受最优惠条件
面包新语银座店,北京,8454 9131,面包房、糕点,面包房、糕点,东城区东直门外大街48号银座商场地下一层B1-02号,
面包新语新光三越店,北京,010-65331232,面包房、糕点,面包房、糕点,朝阳区建国路87号华贸中心商贸广场B1-1004,
乐友五棵松店,北京,6823 1508,零售,购物,海淀区万寿路4号院20楼1层,享受其会员待遇
同仁堂翠景北里药店,北京,8154 1418,健康,保健,通州区梨园镇翠景北里1号,享受店内优惠
家乐福（天通苑）,北京,8482 5955,零售,购物,昌平区立汤路186号（龙德时代广场）,
华润（金融街店）,北京,6622 0389,零售,购物,西城区金融坊街2号（金融购物中心B136-137）,
渝乡人家三元桥店,北京,8441 7066,餐饮,川湘菜,朝阳区东三环宵云路天云港中心,9.5折优惠，酒水除外
百合春天东山墅店,北京,5129 6876,健身,健身,朝阳区东四环北路东风南路东山墅北门,
菜香根酒楼,北京,6526 9675,餐饮,其它中餐,东城区东单三条8号（国话大厦2层）,9折优惠（酒水；茶水；果珍；烟；河鲜；海鲜除外）
美丽田园金融街店,北京,6622 0416,美容美发,美容美发,西城区金融坊街2号金融街购物中心L415-1,美容美体项目单次消费8折优惠
美丽田园长安俱乐部,北京,6513 5336,美容美发,美容美发,东城区东长安街10号长安俱乐部B3,美容美体项目单次消费8折优惠
美丽田园时代店,北京,8391 4260,美容美发,美容美发,西城区西长安街88号（时代广场美美百货B-202A）,美容美体项目单次消费8折优惠
美丽田园（国贸店）,北京,6505 1238,美容美发,美容美发,朝阳区建外大街1号国贸展厅2层,美容美体项目单次消费8折优惠
哈根达斯月饼券,北京,1,餐饮,粤闽菜,朝外大街19号华普国际大厦714室,
哈根达斯冰激淋券,北京,64161166,面包房、糕点,面包房、糕点,朝外大街19号华普国际大厦714室,
九头鸟（回龙观店）,北京,81728998,餐饮,其它中餐,昌平区回龙观龙腾苑2区5号楼,9.5折优惠，酒水主食除外
运动100（西环店）,北京,5830 2385,零售,体育用品,西城区西直门外大街1号嘉茂购物中心T3座L4-01运动100,
面包新语嘉贸店,北京,5830 2830,面包房、糕点,面包房、糕点,西城区西直门外大街1号嘉贸购物中心1层,
乐友（金源店）,北京,8886 5954,零售,购物,海淀区蓝殿厂睛波园5号,享受其会员待遇
乐友（富力城店）,北京,5876 5371,零售,购物,朝阳区广渠门大街1号院1号富力城A座B1,享受其会员待遇
和合谷（西外店）,北京,5830 2310,餐饮,中式快餐便当,西直门外大街嘉贸中心6层,9.5折或享受店内一切优惠活动
和合谷（北环店）,北京,8225 0722,餐饮,中式快餐便当,西城区裕民路18号（北环中心1层）,9.5折或享受店内一切优惠活动
和合谷（贵友店）,北京,6562  9338,餐饮,中式快餐便当,朝阳区建外大街甲5号贵友大厦5F,9.5折或享受店内一切优惠活动
金虹达航空机票,北京,6759 7096,文娱休闲,旅行（包括旅行社和定票，培训，KTV）,西城区金融大街25号5F 508,预定机票加收2%服务费
鸿毛饺子（广渠门）,北京,5169 6665,餐饮,其它中餐,广渠门内大街80号101A,
同仁堂苏州街药店,北京,6253 6968,其他,保健,海淀区苏州街20号,享受店内优惠
金凤成祥六道口店,北京,6231 0132,面包房、糕点,面包房、糕点,海淀区清华东路8号,9折优惠
金凤成祥文二店,北京,6222 6969,面包房、糕点,面包房、糕点,海淀区今典花园公司总部西侧,
金凤成祥麦子店店,北京,6503 1051,面包房、糕点,面包房、糕点,朝阳区枣营北里34号楼,
金凤成祥永2店,北京,6816 4041,面包房、糕点,面包房、糕点,丰台区永定路十字路口北（峰目酒店对面）,
金凤成祥东坝店,北京,6549 3575,面包房、糕点,面包房、糕点,朝阳区红松园北里16号,
金凤成祥灯市口店,北京,6512 5836,面包房、糕点,面包房、糕点,东城区灯市口大街（国中大厦1层）,
金凤成祥西单店,北京,5181 5257,面包房、糕点,面包房、糕点,西城区西单明珠1层,
思妍丽亚运村店,北京,8498 8665,美容美发,美容美发,朝阳区北辰东路8号（汇宾大厦1层）,
浪莎生活馆（马连道店）,北京,6340 2718,便利店,便利店,宣武区马连道路11号（家乐福2层）,9折优惠；（特价商品除外）；当店内有特殊优惠低于本协议时，持卡人享受最优惠条件。
媚之媚（金融街）,北京,6618 1816,美容美发,美容美发,西单薛才胡同红英园13号1层,购买200元会员卡享受8.5折优惠，其他卡享受店内指定折扣；或者享受店内折扣
媚之媚（西单店）,北京,8806 7519,美容美发,美容美发,西单君太百货南门西30米,购买200元会员卡享受8.5折优惠，其他卡享受店内指定折扣；或者享受店内折扣
艺剪美行金融街店,北京,6133.15384615385,美容美发,美容美发,西城区太平桥大街98号5单元,单次消费美容7.5折，美发8.8折，产品无折扣，用雅高卡可购买会员卡；或者享受店内优惠。
艺剪美行阜成门店,北京,6804 9027,美容美发,美容美发,西城区南礼士路42号,单次消费美容7.5折，美发8.8折，产品无折扣，用雅高卡可购买会员卡；或者享受店内优惠。
蓝天羽毛球网球商店,北京,6218 9648,健身,健身,海淀区魏公村8号楼5号,享有会员待遇和最新折扣优惠
望京星美国际影城,北京,5920 3788-805,文娱休闲,旅行（包括旅行社和定票，培训，KTV）,朝阳区望京街9号望京国际商业中心A座4层,
普兰德嘉铭桐城店,北京,8483 0747,其他,干洗等,朝阳区北苑路86号（嘉铭园215号楼底墒111号）,洗衣单次消费8.5折优惠（织补、保养、染色等除外），购洗衣卡按店内规定执行无其他优惠
世联航空服务,北京,6468 7742,其他,旅行（包括旅行社和定票，培训，KTV）,朝阳区东三环北路3号（幸福大厦A座1305室）,预定机票加收2%服务费
豪美伟业硬木家具,北京,6128 5805,便利店,便利店,大兴区西红门镇金星乡小白楼村3号,9.5折或享受店内优惠
青鸟健身（安贞店）,北京,5825 6600,健身,健身,安贞桥环球贸易中心B座1层,1:季卡1400元/3个月/1人。  2：半年卡2700元/6个月/1人。  3：20次卡/900元/1人（6个月有效期）。  当店内有特殊优惠低于本条件时，持卡人享受最优惠条件。
曲美家具（亚运村店）,北京,6494 9953,零售,购物,朝阳区大屯路422号,享受店内优惠
曲美家具（北五环店）,北京,8493 7624,零售,购物,朝阳区来广营西路93号,享受店内优惠
曲美家具（宵云路店）,北京,6461 1709,零售,购物,朝阳区宵云路29号,享受店内优惠
曲美家具（北四环店）,北京,8207 4864,零售,购物,海淀区北四环中路228号,享受店内优惠
曲美家具（航天桥店）,北京,8802 2292,零售,购物,海淀区马神庙1号,享受店内优惠
青鸟健身（清华店）,北京,8252 7707,健身,健身,五道口东升大厦B座4层,1:季卡1400元/3个月/1人。  2：半年卡2700元/6个月/1人。  3：20次卡/900元/1人（6个月有效期）。  当店内有特殊优惠低于本条件时，持卡人享受最优惠条件。
疯狂钢琴（崇文门店）,北京,6714 0038,教育,教育,崇文区崇文门国瑞购物中心B2-71号,购买乐器7.8折；培训费9折；雅高会员免费学习一首钢琴曲
疯狂钢琴（西四环店）,北京,8849 7550,教育,教育,海淀区西四环北路117号（百安居3层）,购买乐器7.8折；培训费9折；雅高会员免费学习一首钢琴曲
梅晓口腔,北京,8855 2711,健康,保健,海淀区紫竹桥路88号（紫竹花园小区F座101.108单元）,免费挂号（5元）；洁牙。喷沙8折，口腔治疗9.5折；口外治疗9.5折；（修复，种植，正畸除外）
运动100（甜水园店）,北京,6501 1781,零售,体育用品,朝阳区甜水园北里16号（京客隆4层）,
乐友（国瑞城店）,北京,6719 4099,零售,购物,崇文区华市大街国瑞城底墒,享受其会员待遇
赛百味（天云港店）,北京,8441 7078,餐饮,西餐,朝阳区东三环北路丙2号（天云港中心-B1层08号）,9.5折优惠，当店内有特殊优惠低于本协议时候，持卡人享受最优惠条件。
千鹤居酒屋,北京,8286 3668,餐饮,日韩料理,海淀区五道口清华家园12号18户,9折优惠，当店内有特殊优惠低于本协议时，持卡人享受最优惠条件
采轩服饰（远洋店）,北京,6866 8347,零售,购物,石景山区远洋山水小区1层1005,9折优惠或者享受店内优惠
采轩服饰（草桥店）,北京,6750 4313,零售,购物,丰台区草桥东路16-6号,9折优惠或者享受店内优惠
采轩服饰（国瑞城店）,北京,6716 8269,零售,购物,崇文区西华市大街（国瑞城东区3号）,9折优惠或者享受店内优惠
邦定上泉美容万泉庄店,北京,8255 2996,美容美发,美容美发,海淀区万柳东路23号101商铺,单次消费：生活美容项目及购买零售产品9折；办会员卡加收5%服务费
邦定上泉美容玉泉路店,北京,6821 9997-0,美容美发,美容美发,海淀区复兴路48号,单次消费：生活美容项目及购买零售产品9折；办会员卡加收5%服务费
好利来三环新城店,北京,8361 6377,面包房、糕点,面包房、糕点,丰台区樊家村路甲3号（航空宾馆1层）,
好利来天通西苑店,北京,8481 6883,面包房、糕点,面包房、糕点,昌平区天通西苑1区25号楼5门,
浩沙万通店,北京,6804.01018018935,健身,健身,西城区阜成门外大街20号（万通写字楼A座6层）,8.5折或享受店内优惠
鸿毛饺子广安门店,北京,6369 1211,餐饮,其它中餐,宣武区广安门内大街315号（信息大厦D座1层）,
福奈特干洗丰汇园店,北京,6618 0585,其他,干洗等,西城区西单丰汇园小区10号楼,普通衣物和单套衣物8.5折。其他的不打折。
福奈特干洗亚运村店,北京,6495 8808,其他,干洗等,朝阳区亚运村慧忠北里123号,普通衣物和单套衣物8.5折。其他的不打折。
福奈特干洗亚运村2店,北京,6484 2419,其他,干洗等,朝阳区惠忠北里（天创世缘小区西门斜对面）,普通衣物和单套衣物8.5折。其他的不打折。
和合谷奥特莱斯店,北京,6731 7527,餐饮,中式快餐便当,朝阳区东四环燕莎奥特莱斯C座3021,9.5折或享受店内一切优惠活动
赛百味盈泰店,北京,6657 8022,餐饮,西餐,西城区金融街28号院2号楼（盈泰商务中心2号楼1层）,9.5折，当有特殊优惠低于本优惠条款时，持卡人享受最优惠条件。
味多美（双井店）,北京,67712313,面包房、糕点,面包房、糕点,朝阳区双井南垂杨柳西里,
味多美青塔店,北京,6869 2242,面包房、糕点,面包房、糕点,丰台区青塔西路大成里（苏宁电器1层）,
味多美北医三院店,北京,6202 9404,面包房、糕点,面包房、糕点,海淀区北医三院东南门对面,
味多美四道口店,北京,6215 8302,面包房、糕点,面包房、糕点,海淀区四道口2号（艺海百货商城1层）,
味多美(东直门外店),北京,6416 4114,面包房、糕点,面包房、糕点,东城区东直门外大街18号楼西侧,
味多美朝阳路店,北京,5209 2018,面包房、糕点,面包房、糕点,朝阳区朝阳路（兴隆百货1层）,
味多美(通州新华店),北京,8950 1614,面包房、糕点,面包房、糕点,通州区新华大街171号（怡佳家园底墒）,
味多美大望路店,北京,6771 4769,面包房、糕点,面包房、糕点,朝阳区西大望路34号南楼1层,
乐友（鲁谷店）,北京,8869 1855,零售,购物,石景山区八宝山南路重兴家园4号楼西富港商业中心3层,享受其会员待遇
家乐福（望京店）,北京,5912 4016,零售,购物,朝阳区广顺北大街16号,无折扣
千锅居（亚运村）,北京,6494 7721,餐饮,其它中餐,朝阳区安惠里2区4号楼（炎黄艺术馆对面）,享受店内散客同等优惠
千锅居（宵云路店）,北京,6460 5378,餐饮,其它中餐,朝阳区宵云路27号（庆安大厦2层）,享受店内散客同等优惠
千锅居（五道口店）,北京,5872 2008,餐饮,其它中餐,海淀区中关村东路1号（威新国际大厦2层）,享受店内散客同等优惠
丽霞美容美发,北京,6315.33524233747,美容美发,美容美发,宣武区香炉营头条33号2号楼,洗剪吹、特价项目、产品加收2%服务费；其他项目7折优惠。
百万庄园（和平西桥店）,北京,6423.12069216228,餐饮,西餐,朝阳区和平西桥向南200米路东,9折优惠；特价菜除外
伊力诺依东四环店,北京,6730 5375,零售,购物,朝阳区东四环南路9号,享受会员待遇或者享受店内优惠
伊力诺依北四环店,北京,8463 6948,零售,购物,朝阳区芍药居北里103号,享受会员待遇或者享受店内优惠
Levi''s新东安,北京,6526 7817,便利店,便利店,东城区王府井大街138号（新东安市场B125号）,9折优惠（李维斯，三叶草品拍9.5折）持卡人不享受折上折，但当店内有更优惠条件时，持卡人享受最优惠条件。
adidas新东安,北京,6526 9445,便利店,便利店,东城区王府井大街138号（新东安市场B136号）,9折优惠（李维斯，三叶草品拍9.5折）持卡人不享受折上折，但当店内有更优惠条件时，持卡人享受最优惠条件。
Levi''s银座店,北京,8447 6332,便利店,便利店,东城区东方银座商场L1层20号商铺,9折优惠（李维斯，三叶草品拍9.5折）持卡人不享受折上折，但当店内有更优惠条件时，持卡人享受最优惠条件。
adidas通州店,北京,8152 8426,便利店,便利店,通州区轻轨九棵树站南侧（瑞都国际北区家乐福商场1层19号商铺）,9折优惠（李维斯，三叶草品拍9.5折）持卡人不享受折上折，但当店内有更优惠条件时，持卡人享受最优惠条件。
NIKE通州店,北京,8152 9645,便利店,便利店,通州区轻轨九棵树站南侧（瑞都国际北区家乐福商场1层19A号商铺）,9折优惠（李维斯，三叶草品拍9.5折）持卡人不享受折上折，但当店内有更优惠条件时，持卡人享受最优惠条件。
Levi''s金源店,北京,8887 1683,便利店,便利店,海淀区远大路1号（金源燕莎MALL 2层2038-2039号）,9折优惠（李维斯，三叶草品拍9.5折）持卡人不享受折上折，但当店内有更优惠条件时，持卡人享受最优惠条件。
PUMA通州店,北京,8157 2947,便利店,便利店,通州区轻轨九棵树站南侧（瑞都国际北区家乐福商场1层19号商铺）,9折优惠（李维斯，三叶草品拍9.5折）持卡人不享受折上折，但当店内有更优惠条件时，持卡人享受最优惠条件。
思妍丽（嘉茂店）,北京,5830 2126,美容美发,美容美发,西城区西直门外大街1号（西环广场西区商业号6层L6-01）,
乐友（回龙观店）,北京,8172 1688,零售,购物,昌平区回龙观西大街18号（港龙商业中心4层）,享受其会员待遇
仙踪林奥特莱斯店,北京,8738 5925,餐饮,中式快餐便当,朝阳区东四环工大新燕沙C座1层,9.5折优惠
复兴商业城,北京,6856 2633,百货商场,购物,西城区复兴门外大街4号8号楼,享受散客同等优惠待遇:但当店内有更优惠条件时，持卡人享受最优惠条件。
福代越南餐厅,北京,6587 1435,餐饮,西餐,朝阳区光华路9号（世贸天阶B128）,9.5折优惠（酒水。海鲜。特价的除外）。但当店内有更优惠条件时，持卡人享受最优惠条件。
乐友（旺角店）,北京,6471 3429,零售,购物,朝阳区望京湖光中街9号3层,享受其会员待遇
格林童趣工体店,北京,6593 9110,文娱休闲,其他,朝阳区工体南路2号,消费1000元以上套系享受8.5折；消费1000元以下套系享受8.8折（398元体验套系除外）
格林童趣亚奥店,北京,8228.09512506847,文娱休闲,其他,朝阳区亚运村安立路56号九台2000家园3号楼0101室,消费1000元以上套系享受8.5折；消费1000元以下套系享受8.8折（398元体验套系除外）
